reaction,unique_aer_id_number,original_receive_date,number_of_animals_affected,primary_reporter,number_of_animals_treated,drug,onset_date,report_id,type_of_information,receiver.organization,receiver.street_address,receiver.city,receiver.state,receiver.postal_code,receiver.country,health_assessment_prior_to_exposure.assessed_by,animal.species,animal.gender,animal.age.min,animal.age.max,animal.age.unit,animal.age.qualifier,animal.weight.min,animal.weight.max,animal.weight.unit,animal.weight.qualifier,animal.breed.is_crossbred,animal.breed.breed_component,animal.reproductive_status,animal.female_animal_physiological_status,outcome
"[{'veddra_version': '11', 'veddra_term_code': '2025', 'veddra_term_name': 'Hind limb paralysis'}, {'veddra_version': '11', 'veddra_term_code': '91', 'veddra_term_name': 'Injection site swelling'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}]",USA-USFDACVM-2015-US-056450,19870601,1,Other,1,"[{'route': 'Intramuscular', 'brand_name': 'MSK', 'dosage_form': 'Solution', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N108901'}, 'atc_vet_code': 'QG02AD01', 'active_ingredients': [{'name': 'Dinoprost Tromethamine', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870601,N108901,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Female,4.00,,Year,Measured,544.310,,Kilogram,Measured,false,Hereford cattle,,,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '696', 'veddra_term_name': 'Paralysis'}]",USA-USFDACVM-2015-US-063474,19870506,6,Other,6,"[{'route': 'Subcutaneous', 'brand_name': 'MSK', 'dosage_form': 'Suspension', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N128409'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870506,N128409,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Mixed,.00,.00,C17998,Measured,,,,Unknown,false,Aberdeen Angus,,,
"[{'veddra_version': '11', 'veddra_term_code': '1039', 'veddra_term_name': 'Lack of efficacy'}]",USA-USFDACVM-2015-US-036462,19870605,165,Other,165,"[{'route': 'Oral', 'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'atc_vet_code': 'QJ01XX10', 'active_ingredients': [{'name': 'Bacitracin Methylene Disalicylate', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870605,N046592,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Pig,Mixed,.00,.00,C17998,Measured,81.650,81.650,Kilogram,Measured,false,Pig (unknown),,,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}]",USA-USFDACVM-2015-US-063473,19870506,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Suspension', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N128409'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870506,N128409,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Male,7.00,,Year,Measured,34.020,,Kilogram,Measured,false,Retriever - Labrador,Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '966', 'veddra_term_name': 'Skin lesion NOS'}, {'veddra_version': '11', 'veddra_term_code': '1196', 'veddra_term_name': 'Scale'}]",USA-USFDACVM-2015-US-070940,19870603,4,Other,40,"[{'route': 'Topical', 'brand_name': 'MSK', 'dosage_form': 'Solution', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N139877'}, 'atc_vet_code': 'QP52AE01', 'active_ingredients': [{'name': 'Levamisole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870605,N139877,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Mixed,.00,.00,C17998,Measured,,,,Unknown,false,Crossbred Bovine/Cattle,,,
"[{'veddra_version': '11', 'veddra_term_code': '263', 'veddra_term_name': 'Abdominal pain'}]",USA-USFDACVM-2015-US-070331,19870407,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Paste', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N138954'}, 'atc_vet_code': 'QP52AC59', 'active_ingredients': [{'name': 'Mebendazole, Trichlorfon', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870407,N138954,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Horse,Female,9.00,,Year,Measured,,,,Unknown,false,Quarter Horse,,,
"[{'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '543', 'veddra_term_name': 'Polydipsia'}, {'veddra_version': '11', 'veddra_term_code': '718', 'veddra_term_name': 'Polyuria'}, {'veddra_version': '11', 'veddra_term_code': '116', 'veddra_term_name': 'Behavioural disorder NOS'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}, {'veddra_version': '11', 'veddra_term_code': '2049', 'veddra_term_name': 'Elevated AST'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2052', 'veddra_term_name': 'Elevated total bilirubin'}, {'veddra_version': '2', 'veddra_term_code': '99366', 'veddra_term_name': 'UROBILINOGEN HIGH, URINE'}, {'veddra_version': '2', 'veddra_term_code': '99629', 'veddra_term_name': 'PR-LIVER, LESION(S)'}]",USA-USFDACVM-2015-US-068279,19870513,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870513,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,10.00,,Year,Measured,6.800,,Kilogram,Measured,false,Schnauzer (unspecified),Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '1027', 'veddra_term_name': 'Malaise'}, {'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '2049', 'veddra_term_name': 'Elevated AST'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2052', 'veddra_term_name': 'Elevated total bilirubin'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}, {'veddra_version': '11', 'veddra_term_code': '2269', 'veddra_term_name': 'Elevated lactic acid dehydrogenase (LDH)'}, {'veddra_version': '11', 'veddra_term_code': '2154', 'veddra_term_name': 'Hyperalbuminaemia'}, {'veddra_version': '2', 'veddra_term_code': '99363', 'veddra_term_name': 'URIC ACID HIGH, BLD'}]",USA-USFDACVM-2015-US-068260,19870409,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870409,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,9.00,,Year,Measured,11.340,,Kilogram,Measured,false,Crossbred Canine/dog,,,
"[{'veddra_version': '11', 'veddra_term_code': '304', 'veddra_term_name': 'Loose stool'}]",USA-USFDACVM-2015-US-069542,19870630,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N138412'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870630,N138412,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Unknown,.00,,C17998,Measured,,,,Unknown,false,Crossbred Canine/dog,,,
"[{'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}]",USA-USFDACVM-2015-US-052698,19870430,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N104493'}, 'atc_vet_code': 'QP52AH02', 'active_ingredients': [{'name': 'Diethylcarbamazine Citrate', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870430,N104493,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Male,2.00,,Year,Measured,34.020,,Kilogram,Measured,false,Shepherd Dog - German,Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '315', 'veddra_term_name': 'Bloody diarrhoea'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}]",USA-USFDACVM-2015-US-059893,19870410,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Capsule', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N120161'}, 'atc_vet_code': 'QJ01FF01', 'active_ingredients': [{'name': 'Clindamycin Hydrochloride', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870410,N120161,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Male,9.00,,Year,Measured,,,,Unknown,false,Poodle (unspecified),,NOT APPLICABLE,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '293', 'veddra_term_name': 'Hypersalivation'}, {'veddra_version': '11', 'veddra_term_code': '668', 'veddra_term_name': 'Collapse'}]",USA-USFDACVM-2015-US-068262,19870410,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870410,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,4.00,,Year,Measured,7.260,,Kilogram,Measured,false,Terrier - Fox (unspecified),,,
"[{'veddra_version': '11', 'veddra_term_code': '365', 'veddra_term_name': 'Deafness'}]",USA-USFDACVM-2015-US-036520,19870513,1,Other,1,"[{'route': 'Auricular (Otic)', 'brand_name': 'MSK', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N046821'}, 'atc_vet_code': 'QS02CA90', 'active_ingredients': [{'name': 'Betamethasone Valerate, Gentamicin Sulfate', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870513,N046821,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Male,12.00,,Year,Measured,9.530,,Kilogram,Measured,false,Crossbred Canine/dog,Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '91', 'veddra_term_name': 'Injection site swelling'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}]",USA-USFDACVM-2015-US-063475,19870512,1,Other,17,"[{'route': 'Subcutaneous', 'brand_name': 'MSK', 'dosage_form': 'Suspension', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N128409'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870512,N128409,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Male,.00,,C17998,Measured,272.160,,Kilogram,Measured,false,Holstein-Friesian also known as Holstein,,NOT APPLICABLE,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '302', 'veddra_term_name': 'Diarrhoea'}, {'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}]",USA-USFDACVM-2015-US-066288,19870413,250,Other,250,"[{'route': 'Intramuscular', 'brand_name': 'MSK', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N134708'}, 'atc_vet_code': 'QB03AB90', 'active_ingredients': [{'name': 'Iron Dextran', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870413,N134708,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Pig,Mixed,4.00,4.00,Week,Measured,,,,Unknown,false,Crossbred Porcine/Pig,,,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '2', 'veddra_term_code': '99136', 'veddra_term_name': 'INEFFECTIVE, PINWORMS'}, {'veddra_version': '2', 'veddra_term_code': '99151', 'veddra_term_name': 'INEFFECTIVE, STRONGYLES'}]",USA-USFDACVM-2015-US-065794,19870602,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Paste', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N134314'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870602,N134314,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Horse,Female,.00,,C17998,Measured,444.520,,Kilogram,Measured,false,Quarter Horse,Intact,Pregnant Nonlactating,
"[{'veddra_version': '2', 'veddra_term_code': '99620', 'veddra_term_name': 'PR-HEARTWORM DISEASE'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}, {'veddra_version': '11', 'veddra_term_code': '642', 'veddra_term_name': 'Convulsion'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}]",-USFDACVM-2015-FN-003145,19870612,1,Other,20,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N138412'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870619,N138412,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Unknown,3.00,,Year,Measured,9.070,,Kilogram,Measured,false,Dog (other),,,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '1947', 'veddra_term_name': 'Hypoglycaemia'}, {'veddra_version': '11', 'veddra_term_code': '2048', 'veddra_term_name': 'Elevated creatinine'}, {'veddra_version': '11', 'veddra_term_code': '1944', 'veddra_term_name': 'Hyperkalemic condition'}, {'veddra_version': '11', 'veddra_term_code': '2046', 'veddra_term_name': 'Hyperphosphataemia'}, {'veddra_version': '2', 'veddra_term_code': '99629', 'veddra_term_name': 'PR-LIVER, LESION(S)'}, {'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2052', 'veddra_term_name': 'Elevated total bilirubin'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}]",USA-USFDACVM-2015-US-068289,19870521,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870521,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,10.00,,Year,Measured,40.820,,Kilogram,Measured,false,Pointer (unspecified),,,
"[{'veddra_version': '11', 'veddra_term_code': '142', 'veddra_term_name': 'Anaemia NOS'}, {'veddra_version': '11', 'veddra_term_code': '163', 'veddra_term_name': 'Leucocytosis'}, {'veddra_version': '11', 'veddra_term_code': '499', 'veddra_term_name': 'Icterus'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}, {'veddra_version': '11', 'veddra_term_code': '1896', 'veddra_term_name': 'Immune mediated haemolytic anaemia'}, {'veddra_version': '11', 'veddra_term_code': '1967', 'veddra_term_name': 'Haematuria'}, {'veddra_version': '2', 'veddra_term_code': '99189', 'veddra_term_name': 'BANDS(NEUTROPHILS) HIGH, BLOOD'}]",USA-USFDACVM-2015-US-068309,19870611,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870611,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,3.00,,Year,Measured,13.610,,Kilogram,Measured,false,Sheepdog - Beauce (Beauceron),Neutered,NOT APPLICABLE,
